"0","TEXT_BANMAM103_05263_SEQ_00","<hex:024804F201FC03><hex:024904F201FD03>特殊ルール： レベルアジャスト受注クラス・ジョブ制限<hex:0249020103><hex:0248020103><hex:02100103>※本クエストは受注時のクラスでのみ進行します。<hex:02100103><hex:02100103>ゴクゴルマ農園のカゲージャは、研究用の試料を求めているようだ。"
"1","TEXT_BANMAM103_05263_SEQ_01","カゲージャに依頼された品を納品"
"2","TEXT_BANMAM103_05263_SEQ_02",""
"3","TEXT_BANMAM103_05263_SEQ_03",""
"4","TEXT_BANMAM103_05263_SEQ_04",""
"5","TEXT_BANMAM103_05263_SEQ_05",""
"6","TEXT_BANMAM103_05263_SEQ_06",""
"7","TEXT_BANMAM103_05263_SEQ_07",""
"8","TEXT_BANMAM103_05263_SEQ_08",""
"9","TEXT_BANMAM103_05263_SEQ_09",""
"10","TEXT_BANMAM103_05263_SEQ_10",""
"11","TEXT_BANMAM103_05263_SEQ_11",""
"12","TEXT_BANMAM103_05263_SEQ_12",""
"13","TEXT_BANMAM103_05263_SEQ_13",""
"14","TEXT_BANMAM103_05263_SEQ_14",""
"15","TEXT_BANMAM103_05263_SEQ_15",""
"16","TEXT_BANMAM103_05263_SEQ_16",""
"17","TEXT_BANMAM103_05263_SEQ_17",""
"18","TEXT_BANMAM103_05263_SEQ_18",""
"19","TEXT_BANMAM103_05263_SEQ_19",""
"20","TEXT_BANMAM103_05263_SEQ_20",""
"21","TEXT_BANMAM103_05263_SEQ_21",""
"22","TEXT_BANMAM103_05263_SEQ_22",""
"23","TEXT_BANMAM103_05263_SEQ_23",""
"24","TEXT_BANMAM103_05263_TODO_00","<hex:0208F2018FE4E80511FF7F02087BE3E802E803FF4AE382BBE3838EE383BCE38386E383BBE382B8E383A3E383A6E383B3E382B8E383A3E4BB98E8BF91E381AEE5B2A9E5A0B4E381A702280AFF054974656DE8060103E38292E7A095E5B2A9FF29E382ABE382B2E383BCE382B8E383A3E381AB02280AFF054974656DE8060103E38292E7B48DE5938103FFF201070208F20101E4E80512FF7F02087BE3E802E803FF4AE382BBE3838EE383BCE38386E383BBE382B8E383A3E383A6E383B3E382B8E383A3E4BB98E8BF91E381AEE889AFE69CA8E381A702280AFF054974656DE8060103E38292E4BC90E68EA1FF29E382ABE382B2E383BCE382B8E383A3E381AB02280AFF054974656DE8060103E38292E7B48DE5938103FF7C020878E4E80513FF7002086CE3E802E803FF3BE382BBE3838EE383BCE38386E383BBE382B8E383A3E383A6E383B3E382B8E383A3E381A702280AFF054974656DE8060103E38292E987A3E3828BFF29E382ABE382B2E383BCE382B8E383A3E381AB02280AFF054974656DE8060103E38292E7B48DE5938103FF010303>"
"25","TEXT_BANMAM103_05263_TODO_01",""
"26","TEXT_BANMAM103_05263_TODO_02",""
"27","TEXT_BANMAM103_05263_TODO_03",""
"28","TEXT_BANMAM103_05263_TODO_04",""
"29","TEXT_BANMAM103_05263_TODO_05",""
"30","TEXT_BANMAM103_05263_TODO_06",""
"31","TEXT_BANMAM103_05263_TODO_07",""
"32","TEXT_BANMAM103_05263_TODO_08",""
"33","TEXT_BANMAM103_05263_TODO_09",""
"34","TEXT_BANMAM103_05263_TODO_10",""
"35","TEXT_BANMAM103_05263_TODO_11",""
"36","TEXT_BANMAM103_05263_TODO_12",""
"37","TEXT_BANMAM103_05263_TODO_13",""
"38","TEXT_BANMAM103_05263_TODO_14",""
"39","TEXT_BANMAM103_05263_TODO_15",""
"40","TEXT_BANMAM103_05263_TODO_16",""
"41","TEXT_BANMAM103_05263_TODO_17",""
"42","TEXT_BANMAM103_05263_TODO_18",""
"43","TEXT_BANMAM103_05263_TODO_19",""
"44","TEXT_BANMAM103_05263_TODO_20",""
"45","TEXT_BANMAM103_05263_TODO_21",""
"46","TEXT_BANMAM103_05263_TODO_22",""
"47","TEXT_BANMAM103_05263_TODO_23",""
"48","TEXT_BANMAM103_05263_KAGEELJA_000_001","アンギルさんが農作物への影響を調べるために、<hex:02100103>この森の植生を調査したいらしくてね。<hex:02100103>試料の調達依頼が来ているんだ。"
"49","TEXT_BANMAM103_05263_KAGEELJA_000_002","アンギルさんから、また研究のための依頼が来ているんだ。<hex:02100103>前回、おかげでいい成果が出たから、<hex:02100103>さらに調査用の試料を調達してほしい、ってことでね。"
"50","TEXT_BANMAM103_05263_KAGEELJA_000_003","特にエーテルの波長が特殊だったのは、<hex:02100103>セノーテ・ジャユンジャのあたり。<hex:02100103>そこで試料を採ってきてもらえるかな？"
"51","TEXT_BANMAM103_05263_KAGEELJA_000_004","「<hex:02280BFF054974656DF2BB9B0103>」があれば、<hex:02100103>ひとまず研究を進められるらしい。<hex:02100103>どうかよろしく頼むよ。"
"52","TEXT_BANMAM103_05263_KAGEELJA_000_005","「<hex:02280BFF054974656DF2BB9C0103>」があれば、<hex:02100103>ひとまず研究を進められるらしい。<hex:02100103>どうかよろしく頼むよ。"
"53","TEXT_BANMAM103_05263_KAGEELJA_000_006","「<hex:02280BFF054974656DF2BB9D0103>」があれば、<hex:02100103>ひとまず研究を進められるらしい。<hex:02100103>餌は<hex:02280BFF054974656DF2AB490103>がオススメって聞いたよ。"
"54","TEXT_BANMAM103_05263_KAGEELJA_000_010","セノーテ・ジャユンジャのあたりで、<hex:02100103>「<hex:02280BFF054974656DF2BB9B0103>」を採ってきてもらえると助かるよ。"
"55","TEXT_BANMAM103_05263_KAGEELJA_000_011","セノーテ・ジャユンジャのあたりで、<hex:02100103>「<hex:02280BFF054974656DF2BB9C0103>」を採ってきてもらえると助かるよ。"
"56","TEXT_BANMAM103_05263_KAGEELJA_000_012","セノーテ・ジャユンジャで、<hex:02100103>「<hex:02280BFF054974656DF2BB9D0103>」を採ってきてもらえると助かるよ。<hex:02100103>餌は<hex:02280BFF054974656DF2AB490103>がオススメだよ。"
"57","TEXT_BANMAM103_05263_KAGEELJA_000_020","おかえりなさい。<hex:02100103>試料の調達、どうだったかな？"
"58","TEXT_BANMAM103_05263_KAGEELJA_000_021","状態のいい試料をどうもありがとう、確かに受け取ったよ。<hex:02100103>アンギルさんに渡しておくね。"
"59","TEXT_BANMAM103_05263_KAGEELJA_000_022","植生の研究が進んだら、幻煌樹を活性化させているような、<hex:02100103>隕石のエーテルの謎も解明されるといいなあ……。"
"60","TEXT_BANMAM103_05263_KAGEELJA_000_023","そうすれば、この土地にさらに適した品種を選んだり、<hex:02100103>新たな品種を生み出したりもできるかも、なんて思ってさ。<hex:02100103>ふふ、研究の成果が楽しみだね。"
